1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Control
0.081259804,-0.010577224,0.013729104,0.0138267,0.036247759,-0.00503891,0.064552456,-0.031817839,0.013315372,0.042885482,0.031784652,-0.002763878,0.047538951,0.011018515,0.053630933,0.01132419,0.007891301,0.036415138,0.028291348,4.74E-05,0.025178836,-0.046414022,0.013112178,0.033019088,0.026750791,0.016730123,-0.013509284,0.002731753,0.010042069,0.111847091,0.017856217,-0.027865529,-0.004052008,0.014856856,0.044512746,0.001058147,0.009547616,0.047401431,0.078939921,0.023096647,0.015987023
0.01692873,0.023422754,0.022870798,-0.036020675,0.001158867,0.02150915,0.022266972,-0.018483802,0.061033283,0.014272516,-0.008945811,-0.040643204,0.012003722,0.000190403,0.022753222,0.129723339,0.013197301,0.028967861,0.016047393,0.015442992,0.013967209,0.00079908,0.003508264,0.053713258,0.021073836,-0.015032691,0.015033342,0.001920848,-0.007847541,-0.024841466,-0.001983017,0.003238863,-0.021216224,0.002371531,0.002016813,-0.025461604,0.011413877,-0.006118152,0.01519533,0.002511685,-0.008025793
0.048820756,0.034510163,0.016332224,-0.01643424,0.007252953,-0.003392888,0.027723994,0.012051103,0.06957882,0.005418475,0.012755216,-0.031101665,0.030809969,0.007055359,-0.003703774,0.238071265,0.022154394,0.001394862,0.024668306,0.001436462,0.016753022,-0.016937113,-0.042188378,0.000814141,0.022738205,-0.009236076,-0.009055822,0.033509257,0.004763827,-0.037339632,-0.012011949,0.003240198,-0.003399954,-0.014890036,-0.024040839,-0.004678495,-0.018618905,-0.001568214,0.009010554,0.014019703,-0.002451311
0.005967967,0.01849429,0.006898287,0.009764048,-0.010386731,0.007211724,0.005689524,0.016936864,0.044914413,0.001159454,0.00882584,0.036381331,-0.003021065,0.01063077,0.024259786,0.086308601,0.011902115,0.011608773,0.02970002,0.012579894,0.011176977,0.008939898,0.005517795,0.015654443,0.021344001,0.001914759,-0.000431673,0.028158786,-0.014757081,0.003854255,-0.003411196,0.005832007,-0.019870926,0.034590246,0.008179526,0.023179035,0.001813721,0.015696684,0.026014274,0.018052073,0.024396003
-0.000440607,0.034762363,0.005301609,-0.000676773,0.00808087,-0.000187118,0.014999805,-0.009725524,0.045821394,0.016449888,0.001044722,-0.002974265,0.011452203,0.002221087,0.000266761,0.144111222,0.029893114,-0.015273909,0.036580788,0.017358498,0.01893667,-0.014324097,-0.019618469,-0.002741539,-0.00575714,-0.008278147,-0.013881876,0.00872851,-0.004365704,-0.033762487,-0.001387215,0.025731267,-0.010654807,-0.003319717,-2.13E-05,-0.001174608,-0.026252968,-0.009392157,0.015780188,-0.008077644,-0.011974576
0.014270737,0.033433248,0.031288765,0.015533515,-0.001423106,-0.027565001,0.015212777,-0.021646106,0.031205798,-0.008416805,-0.00390287,-0.018471329,0.024154689,-0.004234618,-0.006507062,0.177056412,0.004995261,0.008691943,0.029896846,0.008781964,0.018064991,0.00306348,-0.012348966,0.013545619,0.030989805,-0.015630524,0.004974438,0.029816763,0.015058323,-0.007442938,0.008273045,0.001917089,0.007261786,0.001618201,0.001029777,-0.018339171,-0.011195417,0.004802052,0.022214517,-0.018435304,0.007563207
0.066803476,-0.001872298,0.006467201,0.019940267,0.033126626,-0.013904891,0.077536162,0.01843873,-0.050318713,0.022558433,-0.005359513,0.024895435,0.00866792,-0.047092647,0.012129003,-0.013555182,-0.020875743,-0.008350805,0.071122632,0.031178985,-0.007622483,0.067360636,0.030775545,0.015955215,-0.021310603,0.020674876,0.012441208,0.034919147,-0.015946829,0.148808248,0.004810541,-0.039843155,0.001228632,0.065137677,-0.019569103,-0.022374807,-0.024275713,0.045077948,0.078193459,-0.034682841,0.00739794
0.079089179,-0.009569231,0.03479295,-0.004306424,0.053585914,0.055893134,0.075554172,-0.020321402,-0.03501623,0.053933331,0.009280685,0.008060166,0.033505606,-0.004141091,0.02377859,-0.02340725,-0.001031658,-0.010548738,0.081579463,0.009404614,0.047444304,0.025892857,-0.00227452,-0.010725194,0.047542901,0.013241193,0.022807629,0.032262016,0.020075649,0.103448624,0.020224023,-0.063635277,-0.038536708,0.060759266,0.05081213,0.019745456,-0.011062519,0.002390943,0.052497528,-0.038195209,-0.00677491
0.047102996,-0.035461603,0.053262938,-0.056853549,0.085914046,0.054195978,0.053218452,-0.038100105,-0.035727223,-0.017417377,-0.014256553,-0.030722091,0.07918811,-0.035033058,-0.003114903,-0.006600686,0.018783066,0.014300268,0.059192984,-0.037113695,-0.037863153,-0.008133536,-0.02735042,-0.009863961,0.011520874,0.087913412,0.01095661,-0.003799347,0.006170555,0.223112412,0.005301793,-0.023664224,-0.03478205,0.031537989,0.12359708,0.031674325,-0.023032234,-0.013318814,0.038741842,-0.01768464,-0.031362266
0.039520968,-0.00233034,0.123624806,-0.010154454,0.055352793,0.005378022,0.020561319,-0.015155734,-0.019058999,0.031738474,-0.019776035,-0.037622879,0.068109603,-0.031032778,0.031233835,-0.033955555,0.034064269,0.039688532,0.014943881,-0.025617197,-0.013343877,0.011977562,-0.006820956,0.009238118,0.064680617,0.035243636,0.003733412,0.011414404,-0.005259557,0.147905032,0.007781148,-0.020364739,0.00408358,-0.038527568,0.110389903,-0.032927131,0.001434544,0.012737631,0.047286142,-0.003888585,0.025530112
0.063141046,-0.0196118,-0.035760897,-0.037755597,0.017860152,0.095344055,0.091442045,0.010619555,-0.018968142,0.009646204,-0.004771221,0.032599125,0.041795179,-0.030142187,-0.012481114,-0.023076819,-0.003077725,0.030967285,0.03893937,-0.016086779,0.008081891,0.018079435,0.058439079,0.016093228,-0.007848789,-0.000884213,-0.02363529,0.033699482,-0.031499807,0.133385468,-0.012846603,-0.0458348,0.006563515,-0.039799653,0.001741274,-0.021096804,-0.026879557,0.009403414,0.03846929,0.013482532,0.02248699
0.063763206,0.056512035,-0.002769302,-0.006828804,0.015090766,0.018980933,0.060751577,-0.013127206,-0.039733265,0.046968388,-0.04355305,0.03396089,0.040333422,-0.04721818,0.1154268,-0.060989291,0.013110134,0.052237819,0.06713737,0.006792596,0.019648948,0.051644259,0.042861186,-0.010792022,-0.02814997,-0.011856526,0.026774747,0.094224575,0.001877428,0.236686908,-0.059833119,-0.046922529,0.018078067,-0.067698787,-0.027779754,0.019247029,-0.054801358,0.037729923,0.035420246,-0.015689164,0.049330047
0.024098542,0.010468704,0.028036704,-0.023898059,-0.019850792,0.023539891,0.025568034,0.014980599,-0.038956201,0.031394315,0.026702294,-0.020312761,0.038267417,-0.010523613,0.015367726,0.053253327,-0.015834541,0.008776218,0.029050768,0.02058872,-0.016555771,0.042395458,0.017734762,0.015472747,0.016084934,0.014526125,0.066914549,0.026439191,0.04248148,0.005478382,0.030796589,-0.013842695,0.019385554,0.022134914,0.006156076,0.031362535,0.031018104,0.031359759,-0.004860668,-0.020368281,0.031285299
0.000993127,-0.004686385,-0.008808549,-0.028609971,-0.014999596,0.024467283,0.035901731,-0.008758388,0.045368209,-0.001962211,0.031874122,0.014912722,-0.010465036,0.017075546,-0.011655689,-0.003254125,-0.007643677,0.023489381,0.04830738,0.09227714,-0.014166038,-0.00921102,0.026004136,-0.012090591,0.064163586,0.027449126,-0.015882466,0.005715141,0.063000877,0.042276583,0.012082946,-0.025905317,-0.057543435,0.011178269,-0.022631953,-0.011537536,0.010844237,0.007253074,0.016790662,-0.036192714,0.022522109
0.0304105,0.019524889,0.005593865,-0.008713976,0.010239248,0.040503789,0.013535464,-0.001386676,0.040307846,0.050451307,0.056118268,0.013754598,0.004566553,-0.002474977,-0.010744736,0.033886872,0.001808662,0.023444364,0.054405249,0.020855702,0.033133901,0.03040902,0.003196366,-0.00606379,-0.012970323,-0.016058674,0.035588451,0.010737646,0.014525504,-0.048820355,-0.016013639,0.02389856,0.067669026,-0.013101959,-0.031093843,0.022879739,-0.049151079,0.026361554,0.041013967,-0.013843544,0.01432378
-0.014437238,0.001756503,0.017375004,0.015059439,0.015988829,0.031668494,0.03827456,-0.007344503,0.018532818,0.035709547,0.053435554,0.026537755,0.003835769,-0.001045291,-0.005821787,0.050923005,0.020073384,-0.01252714,0.059752661,0.02756116,0.024846554,-0.01905416,-0.015390469,-0.016051482,0.043095951,0.003251688,-0.015948562,-0.014359496,0.017517412,0.020900111,0.033170481,0.04101698,0.006723367,0.022242832,-0.041233604,0.044612562,0.025394726,0.027490792,0.000557912,0.049684134,0.035393365
0.020997914,0.005332261,0.01355637,-0.002641912,0.019205645,0.020839663,0.008086582,0.024937917,0.024413098,-0.003217707,-0.014207759,-0.033537115,0.001308909,0.038034674,-0.006869322,0.050830029,0.016603162,0.002711291,0.028051644,-0.01891016,-0.02311011,-0.00715814,0.005776854,-0.035415803,0.054697527,-0.008208399,-0.028010924,-0.020670733,0.026724777,0.016180922,-0.025916273,0.007547944,-0.001026738,0.006320435,-0.034398587,-0.036949809,0.016181033,-0.007238304,0.024690872,-0.018067839,0.00529922
0.032228453,0.094199311,0.068197146,0.018543492,0.042613868,0.019420549,0.004393902,-0.002773178,0.256871698,0.326963012,0.047206969,0.005095538,0.03730489,0.002359133,0.049325372,0.049239445,0.004501071,0.038753137,0.004670582,0.033263001,0.02606741,0.002328784,0.004802654,0.034126444,0.187739878,0.076479545,0.032903713,0.022941849,0.031458992,0.040302276,0.035689013,0.119047399,0.395521405,0.03510406,0.027344562,0.014018799,-0.003629085,0.027193578,0.052574554,0.028139858,0.071449958
-0.001554075,0.059304235,0.032989273,0.04858759,0.06136064,0.023552537,0.026640186,0.065293239,0.195477858,0.307833935,0.039163186,0.026960454,0.02980832,0.00540106,0.034799279,0.054086237,0.0227244,0.018750233,-0.031779615,0.021303955,0.030257306,0.043960713,-0.042196288,0.032681371,0.274001204,0.038821763,0.036647305,0.064240249,-0.006104131,0.046204237,-0.00044767,0.119300827,0.526455704,0.063893686,0.039137418,0.020655731,-0.013196506,-2.57E-05,0.001065334,0.000410024,0.065382886
0.040978865,0.026511163,0.029348352,-0.025358619,-0.001134978,-0.014025244,0.012484808,0.041285174,0.053555671,0.010820764,-0.014006011,-0.021008114,0.001066042,0.008449368,0.025347173,-0.011530491,0.002506884,-0.014364832,-0.027061659,0.014682537,-0.011128212,0.021773086,0.021555,0.003390272,-0.012767187,0.012104089,0.003369128,0.002063949,0.001464509,-0.013537348,0.002078326,0.012841581,0.02252445,0.015633549,0.020121832,0.01722945,0.015883121,0.013517215,0.009026631,-0.003934809,0.005429732
0.019940458,0.038590755,0.024919921,0.02599251,-0.003398322,-0.015048542,-0.015624737,0.011585597,0.150298818,0.025488515,-0.000728753,-0.003664159,0.022102036,-0.02134434,0.028544979,0.00996092,0.029532836,-0.017591075,-0.022207778,0.009332311,0.017358815,0.000308026,-0.004758001,0.048596923,-0.011687566,0.006644268,-0.001719956,-0.004877797,0.011093711,-0.002656167,-0.005277112,0.044494189,0.05447849,0.018251431,-0.002388045,0.007202187,0.013546992,0.013841201,0.023322574,-0.018856402,0.00087265
0.082170654,0.07673114,0.074160737,0.016240434,0.015072821,-0.024776986,0.027064724,-0.00946309,0.25907801,0.056972427,0.023639729,0.03902633,0.050703833,0.038370803,0.113266263,0.033874026,0.069242337,0.006545854,0.017949716,0.097445831,0.084186637,0.016991403,0.050785986,0.062602187,0.043651818,0.016203763,0.040353051,0.051870433,0.08551461,0.030832444,0.11309808,0.179961657,0.27832519,0.027644515,-0.011175206,0.021506248,0.045791934,0.035191925,0.018557128,0.042600227,0.018940924
0.017787306,0.056331507,0.175475471,0.028423074,-0.006482019,-0.082732049,0.090324391,0.01797814,0.013464014,0.083339419,0.03085079,0.007217486,0.034187585,0.038432817,-0.017545597,-0.034563423,0.033001621,0.048727648,0.123334196,0.054507525,0.171518061,0.089407902,0.057918455,0.134629754,0.109997121,0.130339487,0.10842415,0.142066907,0.049463471,0.125747142,0.02264806,0.000506837,0.109549999,0.071355015,0.106135833,0.111939171,-0.009924103,0.077491012,0.066589541,0.005948634,0.044798148
0.086135937,0.022996205,0.153726207,0.038660635,0.049015579,0.175104679,0.184735421,-0.008934559,-0.000457408,0.078938986,0.062091919,-0.004616895,0.063617713,0.035148749,0.158638072,-0.022156521,0.013027212,0.116133201,0.035328331,0.062194336,0.08973954,0.068804371,0.049300868,0.033101155,0.129036281,-0.00175594,0.120182211,0.144488361,0.003535004,0.150895095,0.091348791,0.052775911,0.251000274,0.063389413,0.069153454,0.08713063,0.007572328,0.113947684,-0.004882594,0.062739776,0.11132413
0.087723193,0.042583323,0.084003421,-0.024718776,-0.006412964,-0.024680472,0.002442937,-0.078438991,0.013017318,0.058369472,0.019215308,-0.017751451,0.026630278,-0.007994394,0.179185372,0.049938772,0.011796434,-0.04590015,0.002005235,0.074504514,0.081410004,0.00577414,0.012760115,0.10774426,-0.030898637,-0.01863251,0.063717999,0.023461605,-0.028968514,0.087213934,-0.005175366,0.049262409,0.037405897,0.048668106,0.017258807,0.087447993,0.028854055,0.031967804,0.011281741,0.011175497,-0.008718875
-0.006962924,0.034841608,0.041706686,0.077754943,0.035300472,-0.002596784,-0.017115071,0.01688716,0.056398641,0.069088944,0.016270963,0.004789876,0.004848937,-0.003232365,0.063194117,0.033540258,0.042892288,0.064690313,-0.023478576,0.004458031,0.018394402,0.002071802,0.001337291,0.004767778,0.028830432,-0.006481009,0.00422323,-0.009125205,0.01591125,0.016230022,0.01261788,-0.024342544,0.11050311,0.011063081,0.015072875,0.00812724,0.026088969,-0.010580849,0.073214091,-0.027445975,0.000550477
0.009575965,0.009795892,0.011366114,-0.007117716,0.005886208,0.026652619,-0.014221456,-0.028933888,0.015411194,-0.000881133,0.011053762,-0.001627859,0.013076065,0.004059708,0.02951547,0.055450771,0.013066793,0.013667467,-0.021114774,0.007303305,0.010123888,0.001773814,0.011350962,0.004093703,-0.013695691,0.008544011,0.004545713,-0.013375929,0.010933907,0.024875044,-0.011142156,-0.013779471,0.035736061,0.003097372,0.033998371,-0.019081242,0.03302976,0.017712772,0.017641285,0.005495478,0.007701468
0.028334738,0.047605458,0.027795398,0.016970416,0.034725267,0.077970001,-0.039468448,-0.007085067,0.063914013,0.012820486,0.057055829,0.019841105,0.032092461,0.015970045,0.039610464,0.169838502,0.01057218,0.015136453,-0.000813817,-0.026757866,0.006209317,0.014041191,0.014390936,0.000538967,0.028609212,-0.010388928,-0.02427011,0.008671277,0.030852257,0.074430795,0.00105078,0.045399321,0.186015876,0.014279689,0.024757526,-0.005875472,-0.002291568,0.048695638,0.038295824,-0.000708992,0.014428447
0.048269438,0.037413421,0.002235722,0.018872424,0.031899495,0.017938025,0.035476699,-0.012859233,0.047478067,0.010018155,0.009354099,0.003960212,0.04079699,0.019771257,0.022834901,0.128583224,0.07095942,0.004522692,-0.03013599,0.02091672,0.061275054,0.004370734,0.009784641,0.005060174,0.027935195,0.013486087,-0.005573211,0.026256138,-0.016929545,0.067718495,0.021679923,0.116107995,0.054139888,-0.009006965,0.05603463,0.006254937,-0.018732644,0.026147412,0.054354384,0.017210015,0.012738378
0.011570187,0.068226973,0.011343093,0.018451251,0.021609375,0.003661339,0.002455575,0.046421611,0.151970855,0.016575174,-0.016444205,0.076360493,0.027215562,0.072921235,0.040354929,0.233963835,-0.019933773,-0.019268678,-0.012594556,0.099787003,0.058913422,0.044296897,-0.007334562,-0.008043313,-0.03365328,-0.011155188,0.040753987,-0.051186022,0.068671581,0.027438676,0.086774035,0.17774642,0.133057206,0.008902774,0.009850862,0.024301187,0.067358404,0.028492847,-0.0078307,-0.003744234,0.046812617
0.049233681,-0.000571057,-0.048653779,-0.005694031,-0.022040785,0.037485366,-0.061544359,0.031756216,0.212741475,0.003033526,-0.022594489,0.021401653,-0.000359483,0.012624958,-0.024620753,0.381605574,-0.016106074,-0.037033951,-0.048757104,0.03776263,0.023068112,0.028492424,-0.037435321,-0.018719242,-0.047130752,0.005652392,0.062437253,-0.001935411,-0.018286554,-0.042653017,-0.010778169,0.118119612,0.056911868,-0.001348526,-0.045573017,-0.017471046,0.014465643,0.009922605,0.01693614,-0.036871488,-0.007863136
0.069203638,0.122551631,0.001109928,0.013212549,0.023759852,-0.00257892,-0.002638427,0.023165112,0.190694935,0.098149628,0.028507872,-0.00590292,0.070931561,0.106483598,0.095254164,0.069556649,0.08536025,0.088055539,0.038617138,0.057838878,0.029095157,0.05480297,0.034389785,0.060303446,0.048492747,0.011803298,0.049333623,0.078779555,0.120207548,0.037449636,0.068099279,0.19223556,0.267406505,0.127735591,0.0345134,0.009436554,0.006915354,0.020238913,0.055758097,0.032289668,0.023401612
0.02138615,0.037965201,0.109026179,0.091298336,-0.003194261,-0.001680261,0.012444066,0.069401537,0.098976123,0.060070509,0.051741993,0.013909665,0.025002044,0.01828263,0.031017834,0.21649265,0.007034234,0.020168434,-0.006306594,0.01896341,0.003674399,0.029464134,0.032598401,0.023867249,0.043593251,0.034423084,0.053076673,0.008929357,0.005516769,0.01602278,-0.009404722,0.096068508,0.056200114,-0.002977009,-0.004583842,0.014739076,0.026598107,-0.01387275,-0.026238223,-0.013963075,-0.011652402
-0.021762461,0.050531972,0.075787568,0.119078898,0.037951755,0.013386152,-0.045106918,0.015458191,0.109532605,0.010435126,0.073490459,0.041483931,-0.007513467,0.056718946,0.068230953,0.218335528,0.034655695,0.019069289,-0.020650095,0.018414472,-0.030377177,0.0538669,0.013840227,-0.044902695,0.139188263,-0.013540843,0.046186836,-0.015588434,-0.021433642,-0.018832936,-0.024822805,0.167000312,0.068175844,0.034219715,-0.035057919,-0.027990337,0.007925068,-0.032317157,0.00172824,-0.007599637,-0.015457235
0.040036695,0.021741178,0.02654136,0.067375285,0.032647343,0.036144723,-0.002871407,0.017329006,0.053496135,0.001640443,0.031651236,-0.014306818,-0.009698793,0.036083168,0.020828493,0.245025928,0.065274058,-0.030635334,0.015157318,0.023768819,0.013111017,-0.018416407,-0.006081924,-0.002796562,0.035036221,0.003006088,0.007243111,-0.022493767,-0.005068001,-0.028415088,-0.033039581,0.065059803,0.003568851,0.004113011,-0.0110252,0.036205503,-0.009862985,0.021674615,-0.012311445,-0.00853298,0.019976932
-0.015514619,0.061193972,0.018821807,0.049886406,0.028144536,0.047093087,0.011144662,-0.018747946,0.077471644,0.011489833,0.027263446,0.002956853,0.041597075,0.006396891,0.047397293,0.330095507,0.007420151,0.036289016,-0.011507913,0.009195924,0.019862333,0.005490349,-0.000687179,-0.01278918,0.033349399,0.063553611,0.010879575,-0.001756702,0.019093916,0.058812374,0.02539887,0.03819886,0.013191088,0.021630277,0.030279082,0.008542768,-0.006675326,0.015302358,0.012770837,0.011083505,-0.015170502
-0.004887333,0.001652672,-0.008948105,0.020214154,0.030105416,0.014641607,0.004770108,0.037365635,0.03250379,0.004435765,-0.001713222,0.004370082,0.003480525,-0.021553672,0.016660171,0.067292162,0.00433673,-0.010821795,0.012380264,0.02865982,0.00441288,0.004526431,0.016864612,-0.033135824,0.052388595,0.005192968,0.007318934,0.032139323,-0.001856814,-0.001202065,0.020926493,0.009260013,-0.008411831,0.020410573,0.017622878,0.001846039,-0.001643333,0.007272054,0.004926738,-0.022828687,-0.004529095
0.040539649,0.025801653,0.033937967,0.001962749,0.015839134,-0.006368572,0.007291573,0.036593956,0.035815138,0.029180053,0.016418028,-0.000833066,0.002920295,2.64E-05,0.023916244,0.091257656,-0.027405477,-0.004026667,-0.028772996,0.018817242,-0.000931962,0.004456337,0.006164834,-0.002727239,0.028821636,0.00585414,-0.002378699,0.013793331,-0.006635641,0.025127831,-0.005192496,0.046499836,0.011756671,-0.001226637,0.018492795,-0.001436636,0.008410698,0.051312851,0.03447491,-0.021728403,0.008119017
0.013581236,0.05334764,0.016291549,-0.015136738,-0.006178145,0.018472995,0.008415431,0.033397491,0.045645287,0.012793951,-0.000601472,0.017375008,0.023793468,-0.010007798,0.043443252,0.04894798,0.015763925,0.008809255,-0.026391901,0.026473301,0.03868605,0.007234623,0.034331695,0.018557222,0.016832138,0.025053179,0.032067434,0.016055083,0.019826706,0.01321392,-0.002524498,-0.002024975,-0.002619777,0.003934724,-0.003805983,0.021936954,0.008426371,0.083005646,0.02203125,-0.034106365,0.009472158
0.036450577,0.025871735,0.031778226,-0.001873484,0.002132779,0.023378252,-0.028484328,0.004577587,0.042877633,0.012623635,-0.007390296,0.008278089,0.006657094,0.022794097,0.010825777,0.06420662,0.006096278,0.042510345,0.002982875,0.018129856,0.023829901,0.000428212,0.022615397,0.031422701,-0.014147935,0.032425933,0.033395265,0.024834038,0.022521694,0.01132518,-0.01609199,0.019804385,-0.006187479,0.005164886,0.022191182,-0.022324791,-0.006920553,0.007853998,0.003870177,-0.015012522,0.020304811
