 ,Mean(28),Mean(29),Mean(30),Mean(31),Mean(32),Mean(33),Mean(34),Mean(35),Mean(36),Mean(37),Mean(38),Mean(39),Mean(40),Mean(41),Mean(42),Mean(43),Mean(44),Mean(45),Mean(46),Mean(47),Mean(48),Mean(49),Mean(50)
32,519.549,386.261,1248.540,1106.368,855.234,336.486,399.696,295.661,1186.286,1514.927,617.044,1342.858,309.507,1145.067,605.961,896.363,745.229,1267.927,1307.161,1621.196,1311.755,1376.426,1613.399
33,502.190,336.428,1242.404,1089.806,756.254,291.313,352.391,292.734,1108.015,1532.315,634.577,1341.831,294.045,1104.998,591.063,1012.156,836.030,1292.001,1186.598,1620.887,1329.963,1395.732,1529.747
34,527.631,341.068,1296.432,1126.718,765.110,355.012,479.028,306.546,1151.142,1548.647,611.305,1289.714,306.466,1124.852,571.197,936.231,843.822,1260.949,1210.622,1572.883,1309.600,1371.205,1511.440
35,524.625,305.019,1265.027,1040.714,780.972,326.909,525.649,312.172,1074.311,1486.378,618.173,1315.782,284.167,1178.088,624.114,962.461,740.222,1210.594,1247.887,1547.956,1257.055,1309.687,1558.998
36,548.490,402.273,1252.185,1106.946,738.305,306.767,497.694,298.097,1265.064,1459.245,663.809,1211.157,302.830,1101.110,573.310,881.037,785.553,1231.568,1253.317,1619.044,1289.094,1407.115,1532.011
37,515.081,391.316,1248.297,1068.158,731.043,263.203,422.254,320.626,1190.172,1553.585,560.473,1300.249,279.165,1128.789,529.931,935.074,802.955,1229.956,1185.431,1528.066,1166.935,1299.102,1451.807
38,511.152,353.604,1259.222,1028.216,757.312,329.723,517.891,355.357,1169.494,1533.810,526.463,1234.764,272.860,1149.277,514.061,947.803,737.700,1296.287,1214.066,1547.375,1393.186,1317.711,1495.154
39,533.491,330.697,1298.100,1175.364,600.862,330.544,764.332,361.841,1117.917,1507.668,539.062,1240.972,314.337,1066.515,492.457,884.464,735.499,1266.978,1230.133,1587.314,1307.997,1349.722,1527.951
40,500.409,299.682,1261.878,1112.098,617.908,333.902,715.166,326.943,1158.320,1520.740,538.777,1285.746,287.680,1114.265,552.562,901.704,744.993,1243.997,1165.869,1527.532,1205.996,1312.187,1557.078
41,532.092,322.108,1266.722,1045.208,670.402,304.436,722.179,322.389,1168.693,1513.239,565.133,1261.337,308.986,1050.992,533.084,866.036,759.612,1230.287,1120.225,1529.443,1214.747,1308.821,1403.223
42,548.927,381.928,1269.012,1041.108,724.402,322.352,661.297,290.150,1153.653,1466.031,513.128,1201.061,272.818,1098.905,471.193,888.583,692.597,1229.062,1199.039,1568.821,1221.426,1308.124,1525.475
43,511.287,352.388,1281.809,1107.338,554.221,299.292,651.248,301.351,1211.888,1528.024,494.398,1199.802,300.788,1085.937,537.864,905.305,657.441,1193.904,1134.441,1549.760,1225.385,1324.809,1467.883
44,532.584,340.021,1234.585,1041.629,600.000,309.196,628.610,316.310,1113.191,1487.699,505.825,1202.054,292.880,1075.067,484.668,910.035,712.746,1275.429,1096.489,1595.140,1308.967,1306.307,1485.820
45,539.064,372.900,1254.907,1084.013,787.682,300.460,628.104,300.949,1130.720,1436.359,546.635,1191.214,241.650,1084.099,658.963,885.051,637.245,1242.425,1132.572,1521.900,1268.547,1366.455,1516.178
46,521.214,288.731,1213.862,1061.603,714.936,307.100,544.611,285.197,1187.578,1500.696,520.091,1191.561,263.934,1078.933,584.185,860.904,712.159,1158.969,1128.842,1553.968,1242.674,1317.949,1485.226
47,484.528,335.903,1226.130,1087.729,686.596,302.047,570.189,319.582,1229.625,1574.360,524.840,1152.041,280.223,1092.019,535.853,843.842,702.524,1196.048,1104.375,1512.682,1234.422,1318.699,1521.182
48,521.627,275.638,1199.136,963.375,689.521,286.999,554.507,292.133,1198.131,1423.174,515.656,1203.329,328.026,1081.005,527.978,826.040,600.105,1192.128,1045.797,1461.234,1257.303,1315.871,1546.159
49,488.937,335.657,1226.103,986.970,722.596,292.823,489.034,271.857,1079.439,1458.273,461.495,1215.504,279.186,1076.975,532.764,817.695,665.671,1171.377,1066.227,1509.396,1262.655,1336.672,1479.548
50,496.450,295.847,1245.464,1064.479,687.301,311.108,511.426,316.085,1183.153,1544.101,507.047,1175.352,261.839,1058.782,500.550,867.583,655.209,1163.044,1093.755,1470.279,1276.631,1369.604,1465.979
51,585.845,372.464,1264.091,1075.975,688.525,298.025,490.499,267.425,1166.076,1567.134,535.181,1139.763,286.789,1028.886,481.379,920.371,676.905,1223.561,1092.122,1472.692,1288.378,1356.142,1500.034
52,604.907,327.165,1240.641,1052.678,652.531,271.924,453.359,269.235,1142.992,1496.806,479.822,1127.167,312.176,1055.851,526.168,783.577,707.797,1129.515,1061.514,1481.684,1256.458,1388.905,1468.391
