 ,Mean(28),Mean(29),Mean(30),Mean(31),Mean(32),Mean(33),Mean(34),Mean(35),Mean(36),Mean(37),Mean(38),Mean(39),Mean(40),Mean(41),Mean(42),Mean(43),Mean(44),Mean(45),Mean(46),Mean(47),Mean(48),Mean(49),Mean(50)
17,576.145,224.431,1080.111,588.562,417.056,264.413,204.338,61.328,758.121,650.275,454.040,627.033,124.404,328.367,230.872,344.387,338.179,398.389,528.172,872.396,718.045,578.566,485.773
18,522.287,243.275,1103.959,650.154,431.177,285.488,209.494,69.747,755.496,648.536,432.180,524.132,143.994,281.360,267.525,346.505,314.039,332.651,447.137,892.998,726.223,615.595,501.669
19,512.360,223.910,1134.539,572.138,450.088,210.099,168.291,82.889,803.303,707.064,419.884,509.681,138.063,318.243,253.401,322.095,324.855,382.299,525.767,932.709,748.159,603.984,476.064
20,510.202,252.140,1114.644,628.259,442.485,300.413,234.100,62.651,792.192,685.102,437.078,562.421,140.867,324.457,256.388,321.323,325.916,410.020,518.442,889.102,807.909,621.296,471.844
21,542.278,232.129,1149.723,677.649,480.117,252.101,192.602,65.516,855.182,703.337,527.869,525.431,139.326,320.809,293.806,385.617,361.129,453.952,502.814,970.519,782.838,611.136,486.580
22,554.610,239.525,1264.979,748.545,572.234,298.816,215.393,63.451,856.844,684.084,524.052,606.189,178.600,441.327,293.953,359.529,374.824,423.477,523.716,996.368,815.176,638.516,527.594
23,527.368,261.258,1272.276,803.793,635.073,291.667,200.758,85.986,902.803,695.608,523.570,567.994,194.524,565.369,322.869,369.461,404.927,396.997,505.452,1005.807,761.099,642.529,530.843
24,590.268,242.376,1415.832,886.462,656.576,259.218,199.159,79.412,878.638,677.262,552.590,637.394,246.401,652.296,313.835,369.019,409.286,454.724,509.675,980.511,812.299,653.688,531.475
25,549.471,261.897,1386.856,871.955,610.742,241.560,207.712,94.549,913.876,718.350,554.243,631.205,219.752,542.403,285.458,373.530,403.029,469.485,521.147,983.913,782.534,618.906,493.504
26,564.775,267.090,1353.038,912.490,715.476,256.205,185.645,49.911,911.313,776.000,535.244,725.224,208.871,563.025,288.337,396.341,442.001,438.786,506.699,944.695,801.333,638.120,451.478
27,597.405,278.452,1393.277,846.912,682.497,303.805,244.370,101.087,945.549,670.593,570.771,635.614,212.198,525.771,311.823,452.679,414.993,457.085,527.959,996.960,808.293,643.279,526.881
28,570.309,259.882,1386.454,813.698,621.535,298.725,214.086,100.294,837.323,765.307,535.431,673.646,208.499,509.247,303.782,381.030,449.016,440.917,522.137,945.605,795.411,663.812,497.772
29,574.818,272.930,1402.034,889.167,683.098,277.404,211.487,73.622,919.800,703.762,536.492,572.614,153.969,496.138,299.651,405.554,385.077,486.450,494.845,951.859,792.091,613.921,507.605
30,604.526,265.754,1392.778,871.210,677.372,254.823,232.184,114.419,883.331,697.679,522.078,626.650,226.095,538.645,288.523,372.057,410.674,409.435,553.953,969.571,823.632,608.138,493.358
31,589.194,255.968,1280.922,793.540,579.547,263.468,205.084,82.547,855.151,668.568,488.405,646.150,209.067,465.681,257.165,416.671,397.278,385.606,463.115,931.942,746.234,618.960,489.686
32,619.319,256.220,1337.644,843.024,647.929,237.766,203.444,66.349,867.824,660.188,530.047,580.762,158.517,458.198,283.528,382.997,352.480,438.987,520.947,896.974,736.250,593.808,492.929
33,670.395,251.857,1283.152,788.109,526.654,234.877,219.162,89.366,855.983,725.637,542.980,652.896,203.839,482.569,261.799,377.659,332.256,422.812,482.419,896.011,771.501,564.215,423.537
34,621.107,238.323,1309.051,842.452,610.826,285.166,212.195,89.345,794.661,731.193,511.822,632.575,198.477,449.859,277.274,407.530,382.853,437.045,555.096,892.869,741.572,621.178,466.060
35,598.109,242.240,1254.953,814.250,566.485,259.843,205.228,63.183,865.190,712.641,538.039,624.781,177.513,423.179,253.970,390.439,379.467,399.246,517.229,938.910,756.593,589.213,482.903
36,649.424,255.199,1272.636,740.807,570.142,279.945,187.528,63.973,813.420,659.360,486.270,580.140,162.713,420.654,256.629,397.632,386.408,443.005,500.965,885.063,714.831,581.487,475.606
37,600.591,232.607,1300.297,775.538,594.120,227.693,209.695,90.378,848.080,741.472,511.899,680.209,143.843,413.440,271.101,370.314,427.988,376.191,497.284,951.972,725.236,632.100,502.412
38,604.802,246.534,1294.346,793.557,604.835,294.940,216.653,78.990,836.700,684.904,492.818,670.831,167.628,406.131,272.074,356.287,405.237,434.324,502.170,937.016,802.158,652.162,504.522
39,576.670,235.915,1287.900,771.360,599.459,268.462,219.195,74.051,786.383,618.279,494.506,552.925,163.123,425.834,261.147,394.034,402.451,455.407,484.104,968.593,773.128,623.802,483.556
40,611.436,233.812,1301.745,711.230,606.382,295.404,223.638,99.145,904.187,691.513,514.299,600.154,155.082,426.445,261.758,375.779,340.286,454.407,530.812,923.548,746.565,614.904,419.902
41,618.436,246.009,1297.090,808.588,582.943,292.468,192.975,88.754,806.128,672.779,500.445,628.537,184.452,469.880,278.003,415.887,459.026,426.985,472.601,941.619,703.588,603.097,467.689
42,606.937,257.612,1281.568,785.194,572.838,294.183,238.660,87.629,858.480,688.385,512.151,600.016,176.461,432.145,269.080,399.323,392.125,489.995,558.121,941.816,762.288,588.584,481.990
43,591.297,253.438,1337.791,830.244,553.330,300.925,209.838,80.913,828.841,709.153,534.626,637.213,157.165,409.192,290.578,381.588,381.372,468.935,527.068,963.330,783.810,611.335,464.360
44,613.267,242.269,1263.343,778.769,570.108,287.763,248.602,77.178,866.117,711.176,512.010,621.256,145.221,363.922,232.772,388.958,381.228,426.359,524.092,930.282,765.771,611.935,471.400
45,632.231,257.972,1266.159,773.265,558.712,273.865,199.928,84.496,822.206,698.010,500.510,601.624,152.108,413.052,260.121,366.630,404.735,430.261,513.783,917.882,788.097,590.609,474.466
46,549.701,250.566,1292.738,787.299,564.708,302.578,231.524,66.123,896.758,706.961,512.014,590.817,143.810,434.360,251.190,350.951,372.513,454.912,517.280,935.748,804.674,647.329,494.715
47,629.592,277.429,1299.351,758.673,593.870,241.543,232.407,102.595,864.230,674.358,543.487,638.152,168.414,399.949,245.612,339.142,377.940,465.259,511.575,972.344,763.498,624.542,459.324
48,634.391,257.891,1340.764,804.215,603.649,283.072,221.903,72.822,823.107,718.481,518.995,592.144,179.684,408.256,275.694,365.120,395.597,352.580,524.538,949.427,794.721,583.951,471.625
49,620.954,238.683,1288.923,756.851,578.875,272.012,263.863,68.173,890.969,677.898,494.331,586.453,152.056,392.862,263.318,336.507,379.369,400.560,494.108,944.958,803.137,596.614,486.251
50,633.882,261.401,1254.084,778.474,570.392,230.689,220.955,107.058,789.242,706.483,482.728,639.663,154.810,356.851,255.864,327.603,307.727,437.065,469.472,922.761,734.573,612.238,453.924
51,576.239,284.339,1267.486,769.898,563.279,283.336,213.515,69.161,880.008,661.535,504.821,630.002,217.793,528.381,272.384,336.747,392.397,441.837,493.859,985.184,741.959,593.421,468.073
52,636.067,274.559,1285.211,809.049,590.012,286.014,200.728,85.270,857.321,715.084,510.534,563.409,244.989,600.527,264.219,336.797,347.917,476.118,535.955,1038.442,778.192,586.064,476.656
