 ,Mean(28),Mean(29),Mean(30),Mean(31),Mean(32),Mean(33),Mean(34),Mean(35),Mean(36),Mean(37),Mean(38),Mean(39),Mean(40),Mean(41),Mean(42),Mean(43),Mean(44),Mean(45),Mean(46),Mean(47),Mean(48),Mean(49),Mean(50)
17,515.846,615.510,1407.351,982.306,1247.324,778.067,939.770,460.733,770.097,1102.529,737.841,948.289,641.787,485.638,860.629,1373.254,845.401,1138.965,1833.517,1723.595,1259.277,1383.806,1120.064
18,505.138,562.354,1464.841,992.344,1246.254,807.064,954.244,441.793,678.857,1089.608,775.853,1015.763,601.377,524.458,810.967,1279.936,797.015,1137.685,1817.003,1743.500,1311.636,1289.262,1184.716
19,538.827,730.839,1437.592,989.191,1205.554,823.490,1055.382,530.443,680.090,1112.154,727.571,950.422,684.706,476.131,798.783,1293.586,899.420,1168.798,1827.029,1631.295,1190.783,1353.263,1123.061
20,533.881,696.045,1450.748,989.218,1263.527,923.245,1012.916,518.427,712.604,1077.047,758.599,987.914,656.781,531.586,804.520,1304.948,888.244,1132.727,1741.715,1651.333,1155.011,1342.984,1032.864
21,841.662,790.221,1488.469,1065.447,1377.065,886.706,1009.752,529.964,784.152,1126.536,806.477,1003.197,706.112,502.033,945.656,1320.429,944.932,1179.699,1817.144,1861.653,1266.721,1347.956,1091.682
22,1030.478,914.864,1555.874,1152.359,1470.782,840.401,954.555,485.749,782.244,1106.165,820.883,1043.294,783.314,593.884,988.863,1208.389,949.479,1296.606,1801.873,1671.708,1234.161,1374.740,1064.756
23,1032.555,1007.585,1643.886,1190.520,1448.862,800.573,1052.595,475.430,898.848,1092.073,789.297,1068.458,772.794,602.216,900.341,1236.988,977.914,1273.040,1826.230,1724.322,1233.818,1321.920,1180.356
24,1089.979,1026.970,1586.979,1250.102,1490.088,959.036,1054.838,506.580,842.378,1123.516,884.859,1061.756,833.458,575.502,991.702,1294.288,956.875,1352.071,1866.336,1794.442,1193.772,1403.729,1222.252
25,1054.380,909.490,1612.501,1329.521,1508.886,887.383,1009.093,501.759,797.929,1210.244,934.682,1110.082,680.130,573.538,987.760,1287.936,946.572,1305.911,1789.313,1637.589,1241.755,1381.990,1117.913
26,1005.315,924.254,1661.207,1294.206,1509.459,974.800,1079.932,521.529,852.249,1210.929,944.518,1109.525,728.805,531.864,932.272,1290.173,915.650,1285.677,1756.962,1704.341,1183.013,1336.779,1181.534
27,936.725,954.470,1691.702,1243.218,1467.766,964.676,1086.668,516.593,799.691,1216.984,937.332,1132.853,819.834,515.422,893.470,1300.334,933.987,1238.695,1816.980,1712.870,1191.716,1353.231,1133.138
28,982.970,883.827,1617.327,1254.408,1483.766,960.572,1039.592,544.511,838.380,1224.411,998.654,1119.161,813.073,554.502,880.038,1303.745,933.195,1266.604,1846.660,1693.431,1193.990,1346.371,1123.913
29,853.100,872.756,1601.413,1185.535,1427.639,1010.142,1017.517,497.909,818.952,1113.466,926.120,1050.507,818.597,534.660,908.472,1272.765,959.001,1272.655,1731.929,1691.628,1140.596,1318.048,1123.072
30,897.133,806.460,1591.506,1219.896,1438.894,1072.366,1083.689,536.529,844.525,1174.884,928.325,1071.859,873.350,543.034,870.197,1272.514,888.039,1234.461,1773.986,1698.008,1236.689,1377.099,1113.184
31,885.964,825.138,1517.353,1130.557,1447.850,1011.017,1045.361,482.090,767.574,1166.381,918.237,1142.072,660.116,530.948,838.662,1284.740,909.531,1235.388,1782.537,1690.903,1169.525,1329.399,1142.740
32,881.957,797.490,1614.029,1204.481,1440.770,954.767,1080.782,502.236,863.189,1174.960,972.122,1092.347,699.648,543.034,892.411,1262.756,876.356,1212.778,1810.829,1648.028,1203.150,1353.793,1111.716
33,802.979,923.621,1520.883,1099.040,1417.624,1002.048,1028.084,511.598,785.491,1206.979,923.053,1042.570,718.673,534.740,840.565,1233.194,907.546,1189.745,1750.931,1733.919,1197.078,1334.357,1108.682
34,788.548,771.585,1514.036,1095.165,1405.817,960.271,1056.239,511.132,859.876,1063.000,896.051,996.050,823.338,499.792,800.475,1179.467,862.933,1248.666,1681.355,1634.669,1160.600,1284.399,1152.239
35,815.395,843.839,1510.648,1140.535,1407.973,964.625,1098.567,574.607,818.871,1148.142,794.615,976.259,883.744,562.843,879.677,1254.643,927.490,1236.052,1829.599,1741.878,1152.794,1331.486,1157.021
36,806.543,814.930,1482.902,1168.281,1394.685,977.011,1087.854,512.946,796.336,1162.532,863.505,1080.229,795.095,508.769,865.328,1271.531,886.608,1207.708,1766.408,1720.723,1220.737,1321.637,1149.966
37,713.136,773.467,1446.369,1158.455,1376.219,860.257,1069.436,527.920,860.065,1107.364,918.302,1032.452,784.867,571.134,898.834,1263.348,861.025,1243.643,1760.562,1698.389,1232.873,1322.686,1155.280
38,802.836,739.397,1518.428,1053.250,1342.336,899.234,1019.703,493.474,797.150,1174.518,962.682,1131.161,708.630,506.303,834.858,1216.216,892.894,1163.786,1712.958,1647.364,1213.716,1284.103,1077.392
39,730.207,736.568,1532.035,1055.432,1314.648,868.467,1101.895,473.875,848.571,1211.035,964.028,1123.681,686.513,531.529,802.202,1214.720,874.831,1209.884,1736.873,1643.120,1228.352,1358.193,1092.839
40,700.300,722.711,1445.793,1024.932,1294.550,807.124,1052.364,419.909,842.850,1136.773,838.106,985.425,735.344,529.592,797.033,1222.963,843.875,1189.763,1709.005,1619.894,1176.719,1318.579,1108.129
41,684.545,778.917,1452.078,1045.085,1265.653,830.469,1073.948,491.660,791.205,1118.276,869.452,1029.190,701.564,546.930,775.732,1290.426,962.649,1204.679,1734.821,1589.228,1153.123,1331.599,1077.850
42,679.072,716.460,1429.421,1137.646,1301.246,875.933,1095.870,461.565,831.214,1071.908,962.583,1093.255,786.103,528.020,834.810,1208.146,876.127,1172.099,1717.019,1574.152,1186.813,1319.769,1117.729
43,686.348,714.307,1440.304,1014.629,1389.875,880.871,1009.514,517.080,777.763,1110.671,931.952,1103.277,742.252,556.795,859.621,1206.057,920.298,1227.318,1714.395,1622.534,1224.026,1325.130,1072.417
44,628.279,697.824,1479.367,1049.681,1324.130,829.994,1028.920,507.736,776.166,1112.227,924.696,992.966,727.280,478.074,821.808,1251.488,868.350,1246.082,1664.981,1632.073,1172.302,1288.012,1165.635
45,673.224,703.241,1416.865,1035.799,1259.302,829.661,972.211,511.081,801.263,1161.886,951.021,1153.479,697.417,531.007,836.245,1231.605,876.060,1184.906,1654.345,1539.667,1174.794,1298.324,1037.462
46,612.737,665.623,1471.139,989.505,1280.074,919.088,1119.972,540.169,812.350,1242.432,833.164,958.841,790.214,515.723,735.022,1223.119,889.728,1220.348,1643.260,1606.197,1192.004,1287.989,1165.710
47,659.029,682.191,1430.583,996.356,1255.193,903.746,1046.799,527.617,814.935,1215.307,876.355,1040.875,786.592,530.159,793.339,1191.869,969.288,1209.221,1620.248,1652.647,1240.827,1325.081,1164.206
48,640.999,670.297,1451.947,965.497,1349.556,885.448,1131.656,516.476,813.452,1213.406,984.491,1066.676,728.852,529.956,765.591,1207.364,952.060,1223.284,1689.540,1602.272,1176.365,1271.085,1154.871
49,674.415,642.249,1440.998,1024.751,1237.012,817.195,1048.150,515.839,820.887,1181.525,943.740,1071.370,705.361,510.025,857.326,1182.905,925.604,1232.799,1667.192,1582.402,1184.836,1281.242,1147.379
50,608.380,630.575,1417.605,1050.543,1303.329,836.392,995.413,508.500,779.242,1165.196,902.182,1050.164,685.828,458.789,796.525,1164.474,963.600,1213.094,1654.552,1588.037,1181.287,1261.360,1153.405
51,616.403,627.005,1523.020,1019.319,1287.045,1106.906,1184.995,497.189,816.094,1108.035,908.173,1057.753,614.156,513.820,809.167,1161.241,956.621,1224.784,1672.381,1538.686,1217.265,1265.483,1074.513
52,605.423,639.781,1496.527,1033.886,1334.688,1137.041,1169.586,485.290,785.101,1172.168,845.035,1065.882,687.555,496.606,813.015,1194.743,879.239,1215.263,1666.297,1597.559,1159.462,1262.304,1125.180
