 ,Mean(28),Mean(29),Mean(30),Mean(31),Mean(32),Mean(33),Mean(34),Mean(35),Mean(36),Mean(37),Mean(38),Mean(39),Mean(40),Mean(41),Mean(42),Mean(43),Mean(44),Mean(45),Mean(46),Mean(47),Mean(48),Mean(49),Mean(50)
19,546.942,454.405,1025.016,752.096,631.999,608.091,913.529,493.721,662.498,1127.027,706.645,1013.502,489.798,452.450,475.123,1246.598,707.496,1064.467,1468.678,1483.975,1315.276,1252.013,1111.542
20,564.113,500.226,1097.498,812.008,665.274,529.626,880.193,507.379,629.749,1127.244,768.101,1023.733,482.208,501.594,476.839,1225.874,755.163,1114.134,1472.476,1582.991,1281.620,1224.083,1167.178
21,735.561,496.487,1109.990,860.751,740.089,602.932,818.133,491.728,704.035,1117.789,755.355,1013.515,521.911,567.584,545.546,1187.965,801.750,1100.204,1410.742,1531.019,1295.245,1236.900,1077.578
22,804.687,553.246,1244.284,906.177,717.722,529.124,824.636,511.663,727.857,1247.293,791.101,1084.620,509.394,641.195,611.184,1247.829,797.028,1050.604,1402.380,1581.977,1354.850,1238.985,1184.150
23,765.076,634.899,1316.347,1002.911,822.697,604.054,877.965,490.194,744.097,1190.137,834.108,1119.567,570.255,638.910,592.975,1244.897,787.718,1126.887,1457.801,1580.875,1305.058,1247.884,1096.733
24,843.301,664.020,1345.675,999.806,809.753,607.274,865.960,514.305,669.590,1205.773,744.371,1129.247,605.059,717.897,586.146,1274.726,790.269,1148.048,1460.468,1614.009,1277.348,1313.205,1112.695
25,834.441,666.387,1417.738,987.628,827.506,558.505,826.784,551.283,762.903,1102.368,781.546,1072.905,602.039,658.869,666.482,1264.984,786.705,1118.657,1438.465,1598.273,1273.419,1211.803,1225.301
26,818.813,650.206,1326.873,1023.733,848.352,592.634,910.875,564.228,753.963,1164.630,832.590,1114.350,623.858,627.236,609.035,1338.284,782.412,1158.579,1468.551,1578.228,1315.143,1303.645,1129.750
27,782.539,626.229,1334.183,1057.852,825.174,622.914,826.479,563.666,760.942,1152.809,825.445,1110.336,643.275,745.794,609.859,1286.025,826.599,1139.962,1455.974,1524.397,1357.787,1288.333,1101.985
28,767.554,570.126,1443.298,1047.731,841.799,555.666,788.304,494.119,688.507,1151.555,800.173,1129.805,639.989,715.354,610.065,1280.740,772.339,1073.888,1450.586,1600.745,1254.245,1225.989,1130.188
29,764.768,596.786,1433.216,1088.205,796.205,597.247,802.782,543.710,710.622,1178.964,757.270,1053.466,692.553,693.560,631.288,1255.073,777.777,1038.076,1464.374,1624.039,1325.086,1261.793,1082.026
30,767.278,589.910,1427.305,1111.174,787.344,521.219,870.872,526.930,676.062,1255.535,774.523,1098.907,623.308,676.416,561.290,1313.028,770.431,1108.597,1427.401,1596.164,1298.208,1218.783,1157.619
31,722.545,584.751,1355.873,1030.223,821.105,556.215,834.368,517.963,684.141,1203.895,746.836,1069.113,678.894,639.771,561.144,1230.582,753.780,1077.689,1404.257,1613.644,1356.001,1267.633,1152.441
32,737.118,577.884,1336.529,1019.895,780.433,630.563,871.728,569.728,687.230,1208.699,750.012,1073.359,613.689,615.061,527.356,1224.131,712.241,1127.889,1404.545,1605.486,1341.132,1192.835,1081.157
33,773.843,626.535,1385.814,1049.846,760.283,539.675,916.535,504.922,681.717,1204.239,768.811,1061.743,627.216,614.858,623.924,1306.465,763.334,1160.532,1461.708,1528.131,1335.904,1283.949,1144.600
34,733.169,653.412,1340.539,941.745,776.129,593.197,816.470,515.169,638.710,1216.505,785.458,1069.857,632.319,650.540,535.811,1232.953,782.942,1083.890,1385.086,1524.933,1275.347,1225.296,1089.915
35,725.865,583.030,1328.344,1043.430,779.578,587.213,890.785,531.404,651.272,1180.129,816.353,1092.488,631.016,559.697,597.884,1262.699,755.621,1113.778,1431.660,1567.238,1270.912,1245.585,1175.706
36,689.623,521.987,1340.469,976.036,755.510,593.312,882.049,508.073,673.060,1084.571,767.765,1018.199,589.128,628.838,542.189,1219.319,752.833,1108.294,1433.849,1575.369,1298.779,1218.320,1104.290
37,733.524,572.171,1311.734,941.814,751.911,566.973,833.785,524.664,645.366,1109.307,765.113,1039.303,611.825,569.756,500.709,1291.641,783.178,1118.190,1500.078,1618.691,1252.740,1238.502,1091.941
38,728.626,556.048,1340.449,970.257,752.785,527.924,881.578,536.862,665.336,1166.155,698.055,1061.896,616.688,614.867,514.300,1286.172,709.205,1074.435,1451.699,1546.747,1300.134,1272.478,1221.566
39,647.287,550.930,1272.527,936.097,740.044,566.840,821.454,558.824,663.065,1135.753,753.571,1031.108,568.556,556.944,596.710,1243.761,739.922,1043.991,1431.910,1569.883,1333.458,1237.018,1123.186
40,674.994,545.291,1263.928,916.497,758.706,607.903,800.173,572.715,641.295,1245.746,798.654,1042.815,618.289,613.664,506.679,1229.754,757.890,1153.991,1404.448,1629.770,1280.533,1256.501,1141.299
41,641.608,518.829,1316.749,927.703,750.278,520.838,863.620,535.752,674.067,1219.421,781.864,1070.845,650.700,595.429,517.666,1300.100,724.234,1124.743,1457.963,1640.052,1338.025,1251.876,1191.494
42,628.250,469.804,1284.545,867.229,743.012,552.989,783.053,516.378,689.468,1177.042,792.712,1060.678,598.489,612.625,543.820,1225.677,739.101,1043.470,1370.443,1584.022,1271.939,1250.914,1114.441
43,635.003,543.116,1277.342,929.606,723.324,551.620,777.126,571.252,628.217,1186.066,826.177,1033.807,602.625,558.689,512.199,1229.231,707.807,1092.407,1374.346,1607.617,1326.483,1289.388,1135.074
44,653.943,527.595,1270.858,931.217,696.826,536.483,778.985,525.866,658.267,1273.820,754.608,1055.491,583.556,574.588,502.533,1246.299,741.957,1127.734,1397.847,1545.244,1316.907,1209.843,1176.000
45,618.440,521.802,1302.725,951.508,711.444,519.228,823.279,527.122,654.332,1238.444,782.910,1088.585,599.328,500.047,489.344,1312.621,743.771,1148.044,1437.112,1569.345,1296.305,1241.983,1190.428
46,605.659,526.849,1241.347,957.496,635.433,539.283,924.943,521.024,677.258,1237.895,754.219,1065.659,562.495,494.097,540.712,1222.122,680.653,1043.983,1393.123,1575.858,1337.721,1235.315,1100.044
47,613.566,522.394,1342.106,936.043,750.527,523.337,889.572,512.352,736.846,1180.529,755.724,1087.473,580.314,525.633,516.361,1258.930,729.140,1098.656,1452.745,1601.134,1312.439,1248.572,1119.619
48,613.408,472.990,1303.848,918.032,714.355,522.463,898.695,530.252,662.613,1188.907,704.995,1020.297,591.575,511.133,533.724,1240.125,724.752,1066.718,1377.624,1631.436,1339.419,1255.077,1141.182
49,579.187,464.912,1227.720,907.848,718.441,525.136,832.271,545.964,581.567,1156.782,792.272,1015.639,614.661,514.592,525.230,1210.443,746.856,1031.628,1404.575,1619.633,1268.053,1238.797,1100.123
50,597.358,544.372,1264.385,983.322,711.003,562.766,826.778,574.500,646.717,1183.239,752.717,1036.581,567.409,499.471,504.530,1255.754,708.692,1122.632,1456.055,1610.270,1364.454,1282.034,1100.265
51,565.270,517.173,1296.077,988.479,713.081,509.215,889.760,519.376,607.111,1168.486,723.825,1035.308,593.781,547.169,491.737,1224.957,760.776,1139.544,1474.191,1553.069,1345.916,1243.207,1041.765
52,584.685,426.739,1258.020,894.802,724.023,522.215,832.522,543.808,613.493,1170.925,773.207,1030.557,587.447,538.038,462.210,1214.103,711.939,1116.346,1444.933,1616.066,1325.929,1252.497,1099.044
